id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g,season
stann101,Stanley,Neck,L,L,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
steat101,Stearnes,Turkey,L,L,CLG,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19281007,19281007,1928
steat101,Stearnes,Turkey,L,L,DT1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19280729,19280729,1928
stepj105,Stephens,Jake,R,R,HIL,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19281006,19281008,1928
stres101,Streeter,Sam,R,L,HOM,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19281009,19281011,1928
stroj103,Strong,Joe,L,R,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
stroj103,Strong,Joe,L,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
stutg101,Stutz,George,R,R,MLS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19281008,19281008,1928
suttm101,Suttles,Mule,R,R,SSN,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19280729,19281005,1928
taylb108,Taylor,Ben,L,L,BLS,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19281007,19281028,1928
taylj105,Taylor,Candy Jim,R,R,SSN,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19280922,19280923,1928
thomc103,Thomas,Clint,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
thomh102,Thomas,Herb,R,R,ASB,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19281007,19281028,1928
thoms104,Thompson,Sandy,L,R,CAG,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,19280922,19281005,1928
thorc101,Thorpe,Clarence,?,?,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
torrc101,Torriente,Cristobal,L,L,DT1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19280729,19280729,1928
treah101,Treadwell,Harold,?,R,CAG,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19280924,19281004,1928
trent101,Trent,Ted,R,R,SSN,6,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,19280729,19281005,1928
turnu101,Turner,,?,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
warff101,Warfield,Frank,R,R,BLS,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19281007,19281021,1928
warff101,Warfield,Frank,R,R,HIL,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19281006,19281008,1928
washj101,Washington,Jasper,R,R,HOM,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19281007,19281013,1928
washp101,Washington,Pete,R,L,BLS,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19281014,19281014,1928
weinl101,Weinert,Lefty,L,L,MLS,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,19281006,19281008,1928
wellw101,Wells,Willie,R,R,SSN,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19280729,19281005,1928
whitc103,White,Chaney,R,L,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
willb107,Williams,Bobby,R,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
willc105,Williams,Charlie,?,R,CAG,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,19280922,19281005,1928
willh104,Williams,Henry,R,R,SSN,7,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,19280922,19281005,1928
willj109,Williams,Joe,R,R,HOM,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19281007,19281012,1928
willj116,Williams,John,?,R,SSN,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19280922,19281002,1928
willl105,Williams,Lefty,L,L,HOM,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19281008,19281012,1928
wilsj106,Wilson,Jud,L,R,BLS,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19281007,19281014,1928
wintn101,Winters,Nip,L,L,HOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
yokel101,Yokely,Laymon,R,R,BLS,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19281021,19281028,1928
albej102,Albert,John,?,R,ASB,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19290929,19291006,1929
allen102,Allen,Newt,R,R,KCM,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19290629,19290629,1929
allen102,Allen,Newt,R,R,PRG,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,19291019,19291103,1929
beckj104,Beckwith,John,R,R,BLS,7,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,19291006,19291027,1929
beckj104,Beckwith,John,R,R,NYL,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19290901,19290901,1929
bellj103,Bell,Cool Papa,B,L,CAG,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,19291012,19291017,1929
bellj103,Bell,Cool Papa,B,L,SSN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19290609,19290609,1929
bellw101,Bell,William,R,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
birdj101,Bird,Joe,B,R,ASB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19291027,19291027,1929
bishm102,Bishop,Max,L,R,ASB,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19291027,19291027,1929
brewc102,Brewer,Chet,B,R,KCM,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19290629,19290629,1929
brewc102,Brewer,Chet,B,R,PRG,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19291020,19291102,1929
brigo101,Briggs,Otto,L,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
britg103,Britt,George,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
brooa101,Brooks,Ameal,L,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
browj111,Brown,Jim,B,R,CAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19290609,19290609,1929
browl107,Brown,Larry,B,R,CAG,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19291012,19291017,1929
browu102,Brown,,?,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
burbb102,Burbage,Buddy,L,R,BLS,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,19290929,19291027,1929
burnt102,Burnett,Tex,B,R,NYL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19291013,19291013,1929
campa102,Campbell,Archie,R,R,PIR,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19291020,19291102,1929
campb104,Campbell,Bullet,?,R,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
cannr102,Cannon,Richard,?,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
carre101,Carroll,Ed,R,R,ASB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19291020,19291020,1929
carrg101,Carr,George,B,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
cartc101,Carter,Cliff,?,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
cavaj101,Cavanaugh,John,R,R,ASL,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19291013,19291013,1929
charo101,Charleston,Oscar,L,L,HIL,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,19290901,19290901,1929
charp102,Charleston,Porter,?,R,HIL,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19290901,19290901,1929
charp102,Charleston,Porter,?,R,PRG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19291103,19291103,1929
citra101,Citrano,A.,?,R,ASB,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19291027,19291027,1929
clarb107,Clarke,Bob,R,R,BLS,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,19290606,19291027,1929
cockp101,Cockrell,Phil,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
cohea101,Cohen,Andy,R,R,ASL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19291013,19291013,1929
concm101,Concepcion,Monchile,R,R,NYL,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19291013,19291013,1929
coopa101,Cooper,Andy,R,L,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
coopa101,Cooper,Andy,R,L,PRG,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19291019,19291102,1929
coopa102,Cooper,Army,L,L,KCM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19290629,19290629,1929
coopd101,Cooper,Darltie,R,R,HIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19290901,19290901,1929
cotth101,Cotter,Hooks,L,L,PIR,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19291020,19291103,1929
cradw102,Craddock,William,?,?,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
cread101,Creacy,Dewey,R,R,SSN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19290609,19290609,1929
dalle101,Dallard,Eggie,L,R,HIL,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19290901,19290901,1929
dalrb101,Dalrymple,Bill,?,R,ASB,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19290929,19291020,1929
danfd101,Danforth,Dave,L,L,ASB,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19291006,19291006,1929
davir103,Davis,Roosevelt,R,R,CAG,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19291014,19291017,1929
davir103,Davis,Roosevelt,R,R,SSN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19290609,19290609,1929
davis103,Davis,Steel Arm,L,L,CAG,5,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,19290629,19291017,1929
davis104,Davis,Saul,R,R,CAG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19290629,19290629,1929
dihim101,Dihigo,Martin,R,R,HIL,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19290901,19290901,1929
dixor101,Dixon,Rap,R,R,BLS,11,0,0,0,0,0,0,0,0,6,3,2,11,0,0,0,19290606,19291027,1929
downb101,Downs,Bunny,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
duncf102,Duncan,Frank,R,R,KCM,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19290629,19290629,1929
dwige101,Dwight,Eddie,R,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
eddlj101,Eddleman,Joe,R,L,PIR,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19291019,19291103,1929
ehmkh101,Ehmke,Howard,R,R,ASB,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,19291027,19291027,1929
emmeb101,Emmerich,Bob,R,R,ASL,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19291013,19291013,1929
everj103,Everett,Jimmy,R,R,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
fishs101,Fisher,Showboat,L,R,ASB,7,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,19291006,19291027,1929
flouw101,Flournoy,Willis,L,L,BLS,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19290606,19291006,1929
forcb101,Force,Bill,R,R,BLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19290606,19290606,1929
fostw101,Foster,Willie,B,L,CAG,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19291012,19291013,1929
foxxj101,Foxx,Jimmie,R,R,PIR,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19291031,19291031,1929
gamim101,Gamiz,Margaro,?,R,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
gardj102,Gardner,Jelly,L,R,CAG,6,0,0,0,0,0,0,0,0,2,1,2,5,0,0,0,19290609,19291017,1929
gay-h101,Gay,Herbert,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
gay-w101,Gay,Willie,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
gee-r101,Gee,Rich,?,R,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
gehrl101,Gehrig,Lou,L,L,ASL,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,19291013,19291013,1929
georl101,George,Lefty,L,L,ASB,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19290929,19291006,1929
goula101,Gould,Al,R,R,PIR,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19291031,19291103,1929
grayw101,Gray,Willie,L,L,NYL,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,19290901,19290901,1929
greej107,Green,Julius,?,L,PRG,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19291020,19291020,1929
haasm101,Haas,Mule,L,R,ASB,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19291027,19291027,1929
hanef101,Haney,Fred,R,R,PIR,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,19291019,19291103,1929
hardh102,Harding,Halley,B,R,KCM,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19290629,19290629,1929
harng101,Harney,George,R,R,CAG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19291015,19291015,1929
harpw101,Harper,Walter,?,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
harrb117,Harris,Bill,?,?,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
hayeb104,Hayes,Bun,R,R,BLS,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19291013,19291013,1929
hendb102,Henderson,Bill,R,R,ASB,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19290929,19291020,1929
hensl101,Hensley,Logan,R,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
hinej101,Hines,John,R,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
hogas101,Hogan,Shanty,R,R,ASB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19291020,19291020,1929
hollb106,Holland,Bill,B,R,NYL,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19290606,19291013,1929
hollc103,Holloway,Crush,B,R,HIL,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,19290901,19290901,1929
hollc103,Holloway,Crush,B,R,PRG,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19291031,19291103,1929
holml101,Holmes,Lefty,L,L,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
holsf101,Holsey,Frog,?,?,CAG,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19290629,19291014,1929
howan101,Howard,Nat,?,?,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
hubbj101,Hubbard,Jesse,L,R,BLS,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,19290606,19290606,1929
hudsr102,Hudspeth,Robert,L,L,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
hudsr102,Hudspeth,Robert,L,L,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
jackd102,Jackson,Dick,?,R,HIL,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19290901,19290901,1929
jacks103,Jackson,Sanford,R,R,CAG,4,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,19291012,19291015,1929
jacom102,Jacobson,Merwin,L,L,ASL,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19291013,19291013,1929
jeffh102,Jeffries,Harry,R,R,CAG,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19290609,19291017,1929
johnh102,Johnson,Heavy,R,R,BLS,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19291027,19291027,1929
johnj108,Johnson,Judy,R,R,HIL,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19290901,19290901,1929
jolls101,Jolley,Smead,L,R,PIR,5,1,0,1,0,0,0,0,0,0,0,5,5,0,0,0,19291019,19291103,1929
josen101,Joseph,Newt,R,R,KCM,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19290629,19290629,1929
josen101,Joseph,Newt,R,R,PRG,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19291019,19291103,1929
kellb102,Kelly,Bill,R,R,ASL,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19291013,19291013,1929
kellg101,Kelly,George,R,R,ASL,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,19291013,19291013,1929
lacko101,Lackey,Obie,R,R,HIL,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19290901,19290901,1929
lamob101,LaMotte,Bobby,R,R,ASB,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19290929,19291006,1929
lattd101,Lattimore,Duke,?,?,BLS,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19290929,19291013,1929
lazzt101,Lazzeri,Tony,R,R,PIR,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19291019,19291020,1929
lee-s101,Lee,Script,R,R,BLS,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,19290606,19291020,1929
leriw101,Lerian,Walt,R,R,ASB,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19291006,19291020,1929
lewij103,Lewis,Joe,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
lindc105,Lindsay,Clarence,B,R,NYL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19291013,19291013,1929
livil101,Livingston,L.D.,?,?,KCM,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19290629,19290629,1929
livil101,Livingston,L.D.,?,?,PRG,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,19291019,19291103,1929
lloyj101,Lloyd,John Henry,L,R,NYL,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19290606,19291013,1929
lockh101,Lockhart,Hubert,?,L,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
loepg101,Loepp,George,R,R,ASB,9,0,0,0,0,0,0,0,0,1,8,0,9,0,0,0,19290929,19291027,1929
lundd103,Lundy,Dick,B,R,BLS,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19290606,19291020,1929
mackb102,Mackey,Biz,B,R,HIL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19290901,19290901,1929
mackb102,Mackey,Biz,B,R,PRG,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,19291019,19291103,1929
marco101,Marcell,Oliver,R,R,BLS,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,19290606,19291027,1929
marsj103,Marshall,Jack,R,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
matll101,Matlock,Leroy,L,L,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
mcdol102,McDonald,Luther,?,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
mcdow101,McDonald,Webster,L,R,CAG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19291012,19291012,1929
mcmuh101,McMullen,Hugh,B,R,PIR,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19291019,19291103,1929
meltb102,Melton,Babe,R,R,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
meltb102,Melton,Babe,R,R,NYL,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19290606,19291013,1929
meusb101,Meusel,Bob,R,R,PIR,3,1,0,1,0,0,0,1,0,2,0,0,2,0,0,0,19291019,19291031,1929
meusi101,Meusel,Irish,R,R,PIR,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,19291019,19291103,1929
mille107,Miller,Eddie,?,R,CAG,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19291012,19291015,1929
mitcb103,Mitchell,Bud,?,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
mooee101,Mooers,Eddie,?,R,ASB,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19290929,19291027,1929
moora103,Moore,Al,R,R,ASB,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,19290929,19291020,1929
morer102,Morehart,Ray,L,R,PIR,5,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,19291019,19291103,1929
morry101,Morris,Yellow Horse,R,R,CAG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19290609,19290609,1929
mothd101,Mothell,Dink,B,R,KCM,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19290629,19290629,1929
mothd101,Mothell,Dink,B,R,PRG,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,19291019,19291103,1929
murpj103,Murphy,Johnny,R,R,ASL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19291013,19291013,1929
murrm102,Murray,Mitchell,R,R,CAG,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19290609,19291014,1929
nanca101,Nance,Arthur,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
nashl101,Nash,Leonard,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
neunj101,Neun,Johnny,B,L,ASB,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,19290929,19291027,1929
ogdej101,Ogden,Jack,R,R,ASB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19291013,19291013,1929
palmc101,Palm,Clarence,R,R,SSN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19290609,19290609,1929
picke101,Pick,Eddie,B,R,PIR,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,19291020,19291103,1929
pirrj101,Pirrone,Joe,?,?,PIR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19291103,19291103,1929
poinr101,Poindexter,Robert,R,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
portd101,Porter,Dick,L,R,ASB,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19291013,19291020,1929
powem104,Powell,Melvin,R,R,CAG,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19290629,19290629,1929
pritw101,Pritchett,Wilbert,?,L,HIL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19290901,19290901,1929
radca101,Radcliff,Alex,R,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
radct101,Radcliffe,Ted,R,R,CAG,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19291012,19291015,1929
rectc101,Rector,Connie,R,R,NYL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19290606,19290901,1929
reduw101,Redus,Wilson,R,R,SSN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19290609,19290609,1929
riggb101,Riggins,Bill,B,R,NYL,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,19290606,19291013,1929
rilee101,Rile,Ed,L,R,CAG,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,19291012,19291014,1929
rogab101,Rogan,Bullet,R,R,KCM,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19290629,19290629,1929
rogab101,Rogan,Bullet,R,R,PRG,4,1,1,0,0,1,0,0,0,0,2,0,2,0,0,0,19291019,19291103,1929
rojoj101,Rojo,Julio,B,R,NYL,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19290606,19290901,1929
romme101,Rommel,Eddie,R,R,ASB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19291020,19291020,1929
russb101,Russell,Branch,L,R,SSN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19290609,19290609,1929
russj105,Russell,John Henry,R,R,SSN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19290609,19290609,1929
russp102,Russ,Pythias,R,R,CAG,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19290609,19290629,1929
ryanr102,Ryan,Red,R,R,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
ryanr102,Ryan,Red,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
ryanr102,Ryan,Red,R,R,NYL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19291013,19291013,1929
sawyc101,Sawyer,Carl,R,R,PIR,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19291103,19291103,1929
scalg101,Scales,George,R,R,NYL,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19290606,19290606,1929
schaa104,Schaufele,Alex,?,R,ASB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19290929,19290929,1929
scheh101,Scheer,Heinie,R,R,ASL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19291013,19291013,1929
simma101,Simmons,Al,R,R,PIR,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19291031,19291031,1929
skifb101,Skiff,Bill,R,R,ASL,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19291013,19291013,1929
smitc109,Smith,Charlie,L,R,NYL,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,19290606,19290901,1929
smith112,Smith,Herb,?,?,BLS,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,19291006,19291020,1929
speac101,Spearman,Charlie,B,R,NYL,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19290606,19290901,1929
stann101,Stanley,Neck,L,L,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
stann101,Stanley,Neck,L,L,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
stepj105,Stephens,Jake,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
stroj103,Strong,Joe,L,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929
suhrg101,Suhr,Gus,L,R,PIR,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19291019,19291020,1929
suttm101,Suttles,Mule,R,R,CAG,5,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,19291012,19291017,1929
