id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g,season
stone101,Stone,Ed,L,R,ASE,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19390827,19390827,1939
stone101,Stone,Ed,L,R,NW2,47,0,0,0,0,0,1,7,0,1,1,34,36,0,0,0,19390514,19390910,1939
strot101,Strong,Ted,B,R,ASW,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,19390806,19390827,1939
strot101,Strong,Ted,B,R,KCM,62,0,0,0,0,5,1,2,46,0,0,0,0,0,0,0,19390423,19390925,1939
suttm101,Suttles,Mule,R,R,ASE,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19390806,19390806,1939
suttm101,Suttles,Mule,R,R,ATN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19390428,19390428,1939
suttm101,Suttles,Mule,R,R,NAS,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19391001,19391001,1939
suttm101,Suttles,Mule,R,R,NW2,50,0,0,0,0,44,0,0,0,1,0,3,4,0,0,0,19390423,19390910,1939
suttm101,Suttles,Mule,R,R,PRG,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,19391008,19391011,1939
taylj105,Taylor,Candy Jim,R,R,CAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19390507,19390507,1939
taylj106,Taylor,Jelly,L,L,ASW,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19390806,19390806,1939
taylj106,Taylor,Jelly,L,L,MEM,37,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,19390416,19390925,1939
taylj108,Taylor,Johnny,R,R,TLC,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19390530,19390530,1939
taylr102,Taylor,Raymond,R,R,SSA,33,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,19390430,19390903,1939
taylr103,Taylor,Ross,R,R,TLC,4,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,19390513,19390527,1939
terrt102,Terry,Tarcat,?,?,TLC,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19390516,19390516,1939
thomb102,Thomas,Bud,R,R,MLS,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19391008,19391008,1939
thomd104,Thomas,Dave,L,L,NNS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19391008,19391008,1939
thomd107,Thomas,Dan,?,?,CV9,3,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,19390327,19390423,1939
thoms105,Thompson,Sam,R,R,PH5,19,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,19390514,19390909,1939
thomu103,Thompson,,?,?,HOM,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19390727,19390727,1939
tianl102,Tiant,Luis,L,L,NY6,11,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,19390528,19390828,1939
torra102,Torres,Armando,?,R,NY6,10,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,19390528,19390827,1939
treae101,Treadway,Elbert,?,?,KCM,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19390425,19390613,1939
trent101,Trent,Ted,R,R,CAG,17,17,6,11,0,0,0,0,0,0,0,0,0,0,0,0,19390507,19390820,1939
trouq101,Trouppe,Quincy,B,R,SSA,9,0,0,0,3,0,0,0,0,6,1,0,7,0,0,0,19390423,19390530,1939
turnh101,Turner,Henry,R,R,CV9,35,0,0,0,23,0,0,0,0,11,0,2,12,0,0,0,19390326,19390821,1939
turnw101,Turner,Wyatt,R,R,HOM,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19390610,19390610,1939
tylee101,Tyler,Eugene,R,R,CV9,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,19390530,19390530,1939
valdf101,Valdes,Fermin,R,R,NY6,21,0,0,0,0,0,6,1,14,0,0,0,0,0,0,0,19390525,19390828,1939
vamou101,Vamos,,?,?,TLC,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19390515,19390515,1939
vargj101,Vargas,Jose,R,R,NY6,21,0,0,0,0,0,0,0,0,15,6,0,21,0,0,0,19390525,19390828,1939
vaseu101,Vase,,?,?,CAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19390621,19390621,1939
vernm101,Vernon,Mickey,L,L,MLS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19391008,19391008,1939
wagnh102,Wagner,Hal,L,R,MLS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19391008,19391008,1939
walke103,Walker,Edsall,B,L,HOM,21,21,19,2,0,0,0,0,0,0,0,0,0,0,0,0,19390423,19390917,1939
walkg103,Walker,George,R,R,KCM,30,30,12,18,0,0,0,0,0,0,0,0,0,0,0,0,19390423,19390925,1939
walkh103,Walker,Hoss,R,R,BLG,24,0,0,0,0,0,0,8,14,1,0,0,1,0,3,1,19390423,19390924,1939
walkh103,Walker,Hoss,R,R,NAS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19391001,19391001,1939
walkh103,Walker,Hoss,R,R,PRG,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,19391008,19391011,1939
walkj105,Walker,Jack,?,?,NW2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939
walsu101,Walsh,,?,?,MEM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19390514,19390514,1939
washj102,Washington,Johnny,L,R,NY5,33,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,19390512,19390828,1939
wellw101,Wells,Willie,R,R,ASE,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19390806,19390827,1939
wellw101,Wells,Willie,R,R,NW2,49,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,19390423,19390910,1939
welmr101,Welmaker,Roy,B,L,HOM,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19390421,19390530,1939
welmr101,Welmaker,Roy,B,L,PH5,16,12,10,2,0,0,0,0,0,0,0,1,1,0,2,1,19390624,19390914,1939
weslc101,Wesley,Charles,R,R,ATN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19390615,19390615,1939
westj102,West,Jim,B,R,BLG,21,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,19390423,19390709,1939
westj102,West,Jim,B,R,NAS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19391001,19391001,1939
westj102,West,Jim,B,R,PH5,23,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,19390715,19390914,1939
westj102,West,Jim,B,R,PRG,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19391008,19391011,1939
whatd101,Whatley,David,L,R,CV9,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,19390327,19390403,1939
whatd101,Whatley,David,L,R,HOM,37,0,0,0,0,0,0,0,0,0,1,34,35,0,1,0,19390421,19390924,1939
willc106,Williams,Chester,R,R,PH5,50,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,19390521,19390914,1939
willc110,Williams,Clarence,?,?,BLG,3,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,19390423,19390528,1939
willh105,Williams,Harry,R,R,HOM,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19390405,19390428,1939
willj110,Williams,Jim,R,R,ASW,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,19390806,19390827,1939
willj110,Williams,Jim,R,R,HOM,3,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,19390421,19390504,1939
willj110,Williams,Jim,R,R,TLC,18,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,19390513,19390821,1939
willj111,Williams,Jesse,R,R,KCM,27,0,0,0,0,0,0,13,6,4,0,0,4,0,1,1,19390526,19390901,1939
willj115,Williams,Joe,?,?,CAG,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19390513,19390514,1939
willj117,Willis,Jim,?,R,BLG,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19390528,19390530,1939
willl108,Williams,Lemuel,?,?,CAG,7,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,19390403,19390728,1939
willn103,Williams,Nish,R,R,ATN,13,0,0,0,5,1,3,0,0,0,0,0,0,0,3,0,19390409,19390615,1939
willr106,Williams,Roy K.,?,R,NY5,14,12,9,3,0,0,1,0,0,0,0,0,0,0,2,0,19390510,19390904,1939
wilsa104,Wilson,Alec,?,?,NY5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19390827,19390827,1939
wilsd103,Wilson,Dan,B,R,ASW,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,19390806,19390827,1939
wilsd103,Wilson,Dan,B,R,SSA,33,0,0,0,0,0,1,0,4,24,2,0,26,0,0,0,19390423,19390904,1939
wilsf104,Wilson,Fred,L,R,NW2,49,3,1,2,0,0,0,1,0,31,0,11,42,0,3,0,19390423,19390910,1939
wilsh105,Wilson,Henry,?,?,PH5,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,19390610,19390903,1939
wilsj106,Wilson,Jud,L,R,NNS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19391008,19391008,1939
wilsj106,Wilson,Jud,L,R,PH5,43,0,0,0,0,6,2,31,0,0,0,0,0,0,1,0,19390514,19390914,1939
wilsl102,Wilson,Lefty,?,L,MEM,17,17,14,3,0,0,0,0,0,0,0,0,0,0,0,0,19390430,19390924,1939
woodp104,Woods,Parnell,R,R,ASW,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19390806,19390806,1939
woodp104,Woods,Parnell,R,R,CV9,29,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,19390327,19390820,1939
wrigb104,Wright,Wild Bill,B,R,ASE,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,19390806,19390827,1939
wrigb104,Wright,Wild Bill,B,R,BLG,38,0,0,0,0,0,0,0,0,1,12,25,37,0,0,0,19390423,19390924,1939
wrigb104,Wright,Wild Bill,B,R,NAS,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19391001,19391001,1939
wrigb104,Wright,Wild Bill,B,R,PRG,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19391008,19391011,1939
wrigj105,Wright,Johnny,R,R,NW2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19390424,19390424,1939
wrigj105,Wright,Johnny,R,R,SAS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19391001,19391001,1939
wrigj105,Wright,Johnny,R,R,TLC,8,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,19390530,19390821,1939
wrigz102,Wright,Zollie,R,R,NY5,25,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,19390528,19390904,1939
youne102,Young,Ed,R,R,CAG,42,0,0,0,2,31,0,2,0,2,0,0,2,0,0,0,19390327,19390903,1939
adame101,Adams,Emery,R,R,BLG,33,29,18,11,0,0,0,0,0,0,1,0,1,0,0,0,19400407,19400908,1940
adame101,Adams,Emery,R,R,NAS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19401001,19401001,1940
alexs101,Alexander,Spencer,L,R,NW2,16,0,0,0,0,0,0,0,0,10,4,0,14,0,0,0,19400602,19400825,1940
alext101,Alexander,Ted,R,R,CAG,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19400825,19400908,1940
alext101,Alexander,Ted,R,R,CV9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19400518,19400603,1940
alleb106,Allen,Buddy,?,?,BIR,11,0,0,0,0,0,0,3,0,0,7,0,7,0,0,0,19400623,19400804,1940
allen102,Allen,Newt,R,R,KCM,30,0,0,0,0,1,2,2,3,13,3,2,18,0,0,0,19400421,19400908,1940
andeu101,Anders,,?,?,NW2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19400530,19400530,1940
andrj104,Andrews,Jabbo,L,L,AST,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19401004,19401004,1940
andrj104,Andrews,Jabbo,L,L,BIR,32,0,0,0,0,0,0,0,0,26,0,3,29,0,0,0,19400414,19400922,1940
armob101,Armour,Buddy,L,R,SNO,31,0,0,0,0,0,0,0,15,0,1,14,15,0,0,0,19400324,19400818,1940
armsj101,Armstead,Jimmie,L,L,BLG,9,0,0,0,0,0,0,0,0,0,1,8,9,0,2,0,19400407,19400608,1940
armsj101,Armstead,Jimmie,L,L,SNO,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19400324,19400324,1940
awkar101,Awkard,Russell,L,R,NW2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19400417,19400417,1940
awkar101,Awkard,Russell,L,R,NY6,24,0,0,0,0,0,0,0,0,0,3,21,24,0,0,0,19400511,19400908,1940
baezj102,Baez,Julio,?,?,NY6,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,19400512,19400527,1940
bankd101,Bankhead,Dan,R,R,BIR,19,15,11,4,0,1,0,1,0,0,1,0,1,0,0,0,19400414,19400922,1940
bankf101,Bankhead,Fred,R,R,AST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19401004,19401004,1940
bankf101,Bankhead,Fred,R,R,MEM,52,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,19400331,19400929,1940
barbb102,Barbee,Bud,R,R,BLG,17,13,10,3,1,0,0,0,0,1,0,1,2,0,0,0,19400623,19400922,1940
barbb102,Barbee,Bud,R,R,NAS,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19401001,19401004,1940
barbb102,Barbee,Bud,R,R,NY5,12,9,6,3,0,0,0,0,0,1,0,0,1,0,1,0,19400414,19400622,1940
barbl101,Barbee,Lamb,?,?,NY5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19400513,19400513,1940
barbs103,Barber,Sam,?,?,BIR,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19400623,19400623,1940
barkm101,Barker,Marvin,R,R,ASE,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,19400818,19400818,1940
barkm101,Barker,Marvin,R,R,NY5,24,0,0,0,0,0,8,0,0,12,5,0,17,0,0,0,19400331,19400915,1940
barlu101,Barlow,,?,?,SNO,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19400804,19400804,1940
barnb105,Barnes,Bill,R,R,BLG,12,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,19400408,19400914,1940
barnh102,Barnhill,Herb,R,R,CV9,21,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19400526,19400901,1940
barnv103,Barnes,Vet,?,R,KCM,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19400416,19400908,1940
bassl101,Bass,Leroy,R,R,BIR,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19400630,19400902,1940
bassl101,Bass,Leroy,R,R,HOM,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19400415,19400519,1940
bea-d101,Bea,Darius,?,L,PH5,39,1,0,1,0,0,0,0,0,3,0,34,37,0,0,0,19400511,19400727,1940
bellh102,Bell,Herman,R,R,IN8,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,19400416,19400818,1940
benjj101,Benjamin,Jerry,B,R,HOM,45,0,0,0,0,0,0,0,0,0,43,0,43,0,0,0,19400405,19400825,1940
bennb101,Bennett,Bransford,R,R,SAS,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19401001,19401001,1940
bennb101,Bennett,Bransford,R,R,SNO,29,0,0,0,0,0,0,1,0,21,0,7,28,0,0,0,19400508,19400929,1940
bensa102,Benson,Argusta,?,?,MEM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19400610,19400610,1940
bensg101,Benson,Gene,L,L,ASE,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19400818,19400818,1940
bensg101,Benson,Gene,L,L,PH5,65,0,0,0,0,0,0,0,0,1,64,0,65,0,0,0,19400511,19400915,1940
bibbr101,Bibbs,Rainey,B,R,IN8,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,19400421,19400627,1940
bibbr101,Bibbs,Rainey,B,R,KCM,14,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,19400704,19400908,1940
biotc101,Biot,Charlie,R,R,BLG,4,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,19400914,19400922,1940
biotc101,Biot,Charlie,R,R,NAS,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,19401001,19401004,1940
biotc101,Biot,Charlie,R,R,NY5,29,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,19400505,19400815,1940
bondt102,Bond,Ted,R,R,CAG,25,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19400414,19400908,1940
bondu101,Bond,,?,?,BLG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19400822,19400822,1940
boona101,Boone,Alonzo,R,R,BIR,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19400331,19400331,1940
boona101,Boone,Alonzo,R,R,CV9,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19400602,19400623,1940
boona101,Boone,Alonzo,R,R,SAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19401001,19401001,1940
boona101,Boone,Alonzo,R,R,SNO,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19400902,19400929,1940
boonl102,Boone,Lefty,?,L,MEM,13,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,19400331,19400805,1940
bostl102,Bostock,Lyman,L,R,AST,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19401004,19401004,1940
bostl102,Bostock,Lyman,L,R,BIR,30,0,0,0,1,21,0,3,5,0,0,0,0,0,0,0,19400512,19400922,1940
bowel102,Bowe,Lefty,L,L,CAG,15,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,19400421,19400728,1940
bradb107,Bradford,Bill,L,R,MEM,37,0,0,0,0,0,1,0,0,4,0,29,33,0,1,0,19400505,19400929,1940
bradf104,Bradley,Frank,R,R,KCM,22,19,11,8,0,0,0,0,1,0,0,0,0,0,0,0,19400416,19400901,1940
breme101,Bremer,Eugene,R,R,ASW,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19400818,19400818,1940
breme101,Bremer,Eugene,R,R,MEM,28,17,10,7,0,0,0,0,1,0,1,2,3,0,0,0,19400519,19400913,1940
breme101,Bremer,Eugene,R,R,SAS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19401001,19401001,1940
britg103,Britt,George,R,R,HOM,6,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,19400902,19400914,1940
britj104,Britton,John,L,R,SNO,4,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,19400707,19400728,1940
brooa102,Broome,Alex,?,?,CV9,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19400520,19400714,1940
brooa102,Broome,Alex,?,?,SNO,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19400825,19400825,1940
browj112,Brown,Jesse,L,L,BLG,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19400911,19400914,1940
browj112,Brown,Jesse,L,L,NAS,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19401001,19401004,1940
browj112,Brown,Jesse,L,L,NY5,17,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,19400428,19400822,1940
browj113,Brown,Joe,R,R,CAG,18,0,0,0,15,1,0,0,0,1,0,0,1,0,0,0,19400714,19400908,1940
browj113,Brown,Joe,R,R,PH5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19400627,19400627,1940
browl107,Brown,Larry,B,R,ASW,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19400818,19400818,1940
browl107,Brown,Larry,B,R,MEM,61,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,19400331,19400929,1940
browr103,Brown,Ray,B,R,ASE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19400818,19400818,1940
browr103,Brown,Ray,B,R,HOM,35,24,20,4,0,0,0,0,0,2,2,1,5,0,0,0,19400405,19400914,1940
browt105,Brown,T.J.,R,R,MEM,51,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,19400407,19400929,1940
broww101,Brown,Willard,R,R,KCM,4,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,19400415,19400428,1940
brucl102,Bruce,Lloyd,?,?,CAG,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19400519,19400728,1940
brutj101,Bruton,Jack,?,R,SAS,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19401001,19401001,1940
brutj101,Bruton,Jack,?,R,SNO,8,2,0,2,0,3,0,0,0,0,0,1,1,0,0,0,19400625,19400929,1940
bryaa101,Bryant,Allen,L,L,KCM,9,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,19400421,19400628,1940
buchc101,Buchanan,Ches,?,R,PH5,20,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0,19400602,19400915,1940
burbb102,Burbage,Buddy,L,R,PH5,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,19400915,19400915,1940
burcw101,Burch,Walter,R,R,CAG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19400508,19400508,1940
burcw101,Burch,Walter,R,R,SNO,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19400324,19400513,1940
burnw102,Burns,Willie,L,L,CV9,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,19400902,19400902,1940
burrs101,Burris,Samuel,?,?,BIR,8,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,19400421,19400602,1940
burru101,Burrows,,?,?,SNO,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19400726,19400730,1940
burts101,Burton,Sammy,?,R,AST,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19401004,19401004,1940
burts101,Burton,Sammy,?,R,BIR,33,2,0,2,0,1,4,21,0,3,0,2,5,0,0,0,19400331,19400922,1940
buttt102,Butts,Tommy,R,R,BLG,56,0,0,0,0,0,1,0,53,0,0,0,0,0,0,0,19400331,19400902,1940
buttt102,Butts,Tommy,R,R,NAS,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19401001,19401004,1940
calhl101,Calhoun,Lefty,L,L,ASW,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19400818,19400818,1940
calhl101,Calhoun,Lefty,L,L,SAS,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19401001,19401001,1940
calhl101,Calhoun,Lefty,L,L,SNO,27,25,9,16,0,0,0,0,0,0,0,2,2,0,0,0,19400331,19400929,1940
campd103,Campbell,David,L,R,PH5,40,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,19400622,19400907,1940
campr102,Campanella,Roy,R,R,BLG,39,0,0,0,35,0,0,0,0,1,0,0,1,0,1,0,19400407,19400914,1940
carlm101,Carlisle,Matt,R,R,HOM,57,0,0,0,0,0,54,0,4,0,0,0,0,0,0,0,19400405,19400914,1940
carrc107,Carreras,Clemente,R,R,NY6,25,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,19400511,19400910,1940
carru101,Carroll,,?,?,HOM,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19400714,19400714,1940
cartl101,Carter,Lee,?,?,PH5,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19400608,19400615,1940
cartm101,Carter,Marlin,L,R,MEM,46,0,0,0,0,0,5,32,0,5,0,2,7,0,0,0,19400407,19400929,1940
carts102,Carter,Spoon,L,R,IN8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19400421,19400602,1940
carts102,Carter,Spoon,L,R,NW2,8,7,3,4,0,0,0,0,0,0,0,1,1,0,0,0,19400616,19400906,1940
carts102,Carter,Spoon,L,R,NY6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19400922,19400922,1940
casem101,Casey,Mickey,?,R,NY6,22,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19400511,19400908,1940
charo101,Charleston,Oscar,L,L,IN8,9,0,0,0,0,2,0,0,0,1,0,1,2,0,1,0,19400416,19400818,1940
ciscu101,Cisco,,?,?,PH5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19400810,19400810,1940
clarb101,Clarkson,Bus,R,R,ASE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19400818,19400818,1940
clarb101,Clarkson,Bus,R,R,IN8,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19400421,19400609,1940
clarb101,Clarkson,Bus,R,R,NW2,26,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,19400518,19400902,1940
clarb107,Clarke,Bob,R,R,ASE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19400818,19400818,1940
clarb107,Clarke,Bob,R,R,NY5,22,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,19400331,19400915,1940
clevd101,Cleveland,Duke,L,R,CV9,30,0,0,0,0,0,0,0,0,3,4,22,29,0,0,0,19400324,19400804,1940
coimp101,Coimbre,Pancho,R,R,NY6,30,0,0,0,0,0,1,0,1,0,25,2,27,0,0,0,19400511,19400908,1940
coler103,Coles,Ralph,B,R,CV9,12,0,0,0,0,0,0,0,0,9,1,2,12,0,0,0,19400405,19400609,1940
coopa103,Cooper,Anthony,R,R,NY5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19400526,19400614,1940
coopb101,Cooper,Bill,L,R,PH5,54,0,0,0,37,0,0,11,0,0,0,3,3,0,3,0,19400511,19400915,1940
coopd101,Cooper,Darltie,R,R,NW2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19400512,19400519,1940
corls101,Corley,Sam,?,?,HOM,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19400806,19400806,1940
cornw101,Cornelius,Willie,R,R,CAG,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19400414,19400421,1940
cowaj101,Cowan,Johnnie,R,R,BIR,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19400922,19400922,1940
cresa101,Crespo,Alejandro,R,R,ASE,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,19400818,19400818,1940
cresa101,Crespo,Alejandro,R,R,NY6,33,0,0,0,0,0,0,0,0,28,2,0,30,0,0,0,19400428,19400922,1940
currg102,Curry,Goose,L,R,BLG,33,1,0,1,0,0,0,0,0,1,0,27,28,0,0,0,19400622,19400922,1940
currg102,Curry,Goose,L,R,NAS,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,19401001,19401004,1940
currg102,Curry,Goose,L,R,NY5,14,0,0,0,0,0,0,0,0,12,1,0,13,0,0,0,19400331,19400616,1940
davib109,Davis,Babe,R,R,MEM,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,19400508,19400513,1940
davib110,Davis,Bill,?,?,NY5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19400721,19400721,1940
davic105,Davidson,Charley,?,?,BLG,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19400808,19400824,1940
davij106,Davis,Johnny,R,R,NW2,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,19400518,19400714,1940
davir103,Davis,Roosevelt,R,R,MEM,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,19400331,19400512,1940
